Males,Females,Family,Genus,Species,PlantGenusSpecies
0,11,Andrenidae,Andrena,plana,NA
0,5,Andrenidae,Andrena,plana,Trifolium albopurpureum 
0,1,Andrenidae,Andrena,plana,Trifolium gracilentum 
0,3,Andrenidae,Andrena,plana,Trifolium microcephalum 
0,1,Andrenidae,Andrena,plana,Trifolium sp. 
0,6,Andrenidae,Andrena,plana,Trifolium willdenovii 
0,7,Andrenidae,Andrena,principalis,Arctostaphylos viscida 
0,1,Andrenidae,Andrena,principalis,Calandrinia ciliata 
0,1,Andrenidae,Andrena,principalis,Quercus sp. 
0,1,Andrenidae,Andrena,prolixa,Amelanchier utahensis 
0,6,Andrenidae,Andrena,prolixa,Arctostaphylos viscida 
0,1,Andrenidae,Andrena,prolixa,Ceanothus integerrimus 
0,3,Andrenidae,Andrena,prolixa,NA
0,1,Andrenidae,Andrena,prunorum,Achillea millefolium 
0,2,Andrenidae,Andrena,prunorum,Brassica nigra 
0,1,Andrenidae,Andrena,prunorum,Calochortus invenustus 
0,1,Andrenidae,Andrena,prunorum,Eriogonum nudum 
0,1,Andrenidae,Andrena,prunorum,Eriogonum umbellatum var.covillei 
0,1,Andrenidae,Andrena,prunorum,Gilia capitata 
0,1,Andrenidae,Andrena,prunorum,Lupinus benthamii 
0,54,Andrenidae,Andrena,prunorum,NA
0,1,Andrenidae,Andrena,prunorum,Plagiobothrys nothofulvus 
0,1,Andrenidae,Andrena,prunorum,Rhus trilobata 
0,1,Andrenidae,Andrena,prunorum,Sisymbrium officinale 
0,2,Andrenidae,Andrena,pulverea,Limnanthes alba 
0,6,Andrenidae,Andrena,pulverea,NA
0,1,Andrenidae,Andrena,puthua,NA
0,2,Andrenidae,Andrena,quercina,Ceanothus integerrimus 
0,1,Andrenidae,Andrena,quercina,Ceanothus leucodermis 
0,1,Andrenidae,Andrena,quercina,NA
0,6,Andrenidae,Andrena,quintiliformis,Chamaebatia foliolosa 
0,10,Andrenidae,Andrena,quintiliformis,NA
0,4,Andrenidae,Andrena,quintiliformis,Potentilla glandulosa 
0,1,Andrenidae,Andrena,ribblei,NA
0,1,Andrenidae,Andrena,scutellinitens,Aster integrifolius 
0,1,Andrenidae,Andrena,scutellinitens,Aster sp. 
0,1,Andrenidae,Andrena,scutellinitens,Eriogonum nudum var.nudum
0,8,Andrenidae,Andrena,scutellinitens,NA
0,1,Andrenidae,Andrena,scutellinitens,Potentilla gracilis var.fastigiata 
0,1,Andrenidae,Andrena,scutellinitens,Solidago canadensis ssp.elongata 
0,1,Andrenidae,Andrena,semipunctata,Salix laevigata 
0,1,Andrenidae,Andrena,striatifrons,NA
0,1,Andrenidae,Andrena,striatifrons,Polygonum bistortoides 
0,1,Andrenidae,Andrena,striatifrons,Salix lucida ssp.lasiandra 
0,1,Andrenidae,Andrena,subapasta,NA
0,2,Andrenidae,Andrena,subaustralis,Cornus sericea ssp.occidentalis 
0,1,Andrenidae,Andrena,subaustralis,NA
0,1,Andrenidae,Andrena,subaustralis,Salix laevigata 
0,1,Andrenidae,Andrena,subaustralis,Salix lucida ssp.lasiandra 
0,1,Andrenidae,Andrena,submoesta,NA
0,1,Andrenidae,Andrena,surda,Pyrrocoma apargioides 
0,1,Andrenidae,Andrena,thaspii,Calochortus sp. 
0,1,Andrenidae,Andrena,thaspii,Calyptridium monospermum 
0,4,Andrenidae,Andrena,thaspii,Calyptridium sp. 
0,1,Andrenidae,Andrena,thaspii,Calyptridium umbellatum 
0,1,Andrenidae,Andrena,thaspii,Calyptridium umbellatum var.caudiciferum 
0,1,Andrenidae,Andrena,thaspii,Eriogonum nudum 
0,1,Andrenidae,Andrena,thaspii,Horkelia fusca ssp.parviflora 
0,18,Andrenidae,Andrena,thaspii,NA
0,1,Andrenidae,Andrena,thaspii,Senecio scorzonella 
0,1,Andrenidae,Andrena,thaspii,Streptanthus tortuosus var.orbiculatus 
0,2,Andrenidae,Andrena,transnigra,NA
0,1,Andrenidae,Andrena,trevoris,NA
0,1,Andrenidae,Andrena,trevoris,Vaccinium sp. 
1,0,Andrenidae,Andrena,vandykei,Arctostaphylos viscida 
0,1,Andrenidae,Andrena,vandykei,Ceanothus cuneatus var.cuneatus
0,2,Andrenidae,Andrena,vandykei,Ceanothus diversifolius 
0,25,Andrenidae,Andrena,vandykei,Ceanothus fresnensis 
0,1,Andrenidae,Andrena,vandykei,Ceanothus integerrimus 
0,1,Andrenidae,Andrena,vandykei,Ceanothus parvifolius 
0,3,Andrenidae,Andrena,vandykei,NA
0,2,Andrenidae,Andrena,vicinoides,Chamaebatia foliolosa 
0,4,Andrenidae,Andrena,vicinoides,NA
0,1,Andrenidae,Andrena,vicinoides,Pholistoma auritum 
0,1,Andrenidae,Andrena,vierecki,Allium amplectens 
0,3,Andrenidae,Andrena,vierecki,Allium obtusum 
0,1,Andrenidae,Andrena,vierecki,Eriogonum umbellatum ssp.covillei 
0,1,Andrenidae,Andrena,vierecki,Malus sp. 
0,3,Andrenidae,Andrena,vierecki,NA
0,2,Andrenidae,Andrena,washingtoni,Chamaebatia foliolosa 
0,1,Andrenidae,Andrena,washingtoni,Fragaria virginiana 
0,8,Andrenidae,Andrena,washingtoni,NA
0,4,Andrenidae,Andrena,washingtoni,Potentilla glandulosa 
0,1,Andrenidae,Andrena,washingtoni,Potentilla glandulosa ssp.nevadensis 
0,5,Andrenidae,Andrena,washingtoni,Rubus parviflorus 
0,1,Andrenidae,Calliopsis,anthidia,Castilleja attenuata 
0,1,Andrenidae,Calliopsis,anthidia,Cirsium occidentale var.californicum 
1,2,Andrenidae,Calliopsis,anthidia,Eriodictyon californicum 
0,1,Andrenidae,Calliopsis,anthidia,Horkelia tridentata 
0,2,Andrenidae,Calliopsis,anthidia,Lotus purshianus 
67,37,Andrenidae,Calliopsis,anthidia,NA
3,1,Andrenidae,Calliopsis,anthidia,Trifolium albopurpureum 
0,2,Andrenidae,Calliopsis,anthidia,Trifolium ciliolatum 
5,3,Andrenidae,Calliopsis,anthidia,Trifolium gracilentum 
12,7,Andrenidae,Calliopsis,anthidia,Trifolium pratense 
3,1,Andrenidae,Calliopsis,anthidia,Trifolium sp. 
2,1,Andrenidae,Calliopsis,anthidia,Trifolium willdenovii 
2,0,Andrenidae,Calliopsis,cincta,Calochortus sp. 
1,0,Andrenidae,Calliopsis,cincta,Calochortus superbus 
0,1,Andrenidae,Calliopsis,cincta,NA
1,0,Andrenidae,Calliopsis,edwardsii,Aster sp. 
4,3,Andrenidae,Calliopsis,edwardsii,Calochortus invenustus 
0,1,Andrenidae,Calliopsis,edwardsii,Calochortus minimus 
1,4,Andrenidae,Calliopsis,edwardsii,Calochortus sp. 
0,2,Andrenidae,Calliopsis,edwardsii,Calochortus venustus 
4,1,Andrenidae,Calliopsis,edwardsii,Calyptridium monospermum 
0,1,Andrenidae,Calliopsis,edwardsii,Chaenactis glabriuscula 
41,19,Andrenidae,Calliopsis,edwardsii,Chamaebatia foliolosa 
1,0,Andrenidae,Calliopsis,edwardsii,Clarkia rhomboidea 
2,2,Andrenidae,Calliopsis,edwardsii,Collinsia torreyi var.torreyi
0,1,Andrenidae,Calliopsis,edwardsii,Cryptantha flaccida 
7,0,Andrenidae,Calliopsis,edwardsii,Erigeron peregrinus ssp.callianthemus 
2,1,Andrenidae,Calliopsis,edwardsii,Eriogonum nudum var.nudum
1,1,Andrenidae,Calliopsis,edwardsii,Horkelia californica 
40,0,Andrenidae,Calliopsis,edwardsii,Horkelia fusca ssp.parviflora 
3,1,Andrenidae,Calliopsis,edwardsii,Horkelia sp. 
87,76,Andrenidae,Calliopsis,edwardsii,Horkelia tridentata 
32,2,Andrenidae,Calliopsis,edwardsii,Ivesia santolinoides 
1,3,Andrenidae,Calliopsis,edwardsii,Limnanthes alba 
0,1,Andrenidae,Calliopsis,edwardsii,Linanthus ciliatus 
1,0,Andrenidae,Calliopsis,edwardsii,Lupinus bicolor 
0,2,Andrenidae,Calliopsis,edwardsii,Madia elegans 
0,1,Andrenidae,Calliopsis,edwardsii,Mimulus sp. 
1,0,Andrenidae,Calliopsis,edwardsii,Mimulus tilingii 
2,0,Andrenidae,Calliopsis,edwardsii,Minuartia douglasii 
306,152,Andrenidae,Calliopsis,edwardsii,NA
41,29,Andrenidae,Calliopsis,edwardsii,Potentilla glandulosa 
3,0,Andrenidae,Calliopsis,edwardsii,Potentilla glandulosa ssp.hansenii 
5,3,Andrenidae,Calliopsis,edwardsii,Potentilla glandulosa ssp.nevadensis 
4,4,Andrenidae,Calliopsis,edwardsii,Potentilla glandulosa ssp.reflexa 
8,3,Andrenidae,Calliopsis,edwardsii,Potentilla gracilis var.fastigiata 
2,0,Andrenidae,Calliopsis,edwardsii,Potentilla sp. 
0,1,Andrenidae,Calliopsis,edwardsii,Raillardella scaposa 
0,6,Andrenidae,Calliopsis,edwardsii,Ranunculus orthorhynchus var.orthorhynchus
1,3,Andrenidae,Calliopsis,edwardsii,Ranunculus sp. 
1,0,Andrenidae,Calliopsis,fracta,Chamaebatia foliolosa 
3,4,Andrenidae,Calliopsis,fracta,Clarkia unguiculata 
1,0,Andrenidae,Calliopsis,fracta,Comandra umbellata ssp.californica 
39,19,Andrenidae,Calliopsis,fracta,Eriodictyon californicum 
0,1,Andrenidae,Calliopsis,fracta,Horkelia tridentata 
0,2,Andrenidae,Calliopsis,fracta,Limnanthes alba 
1,0,Andrenidae,Calliopsis,fracta,Linanthus filipes 
100,54,Andrenidae,Calliopsis,fracta,NA
0,1,Andrenidae,Calliopsis,fracta,Phacelia cicutaria 
1,0,Andrenidae,Calliopsis,fracta,Phacelia cicutaria var.cicutaria
2,0,Andrenidae,Calliopsis,fracta,Phacelia sp. 
1,0,Andrenidae,Calliopsis,fracta,Streptanthus tortuosus 
3,2,Andrenidae,Calliopsis,linsleyi,Eriodictyon californicum 
1,0,Andrenidae,Calliopsis,linsleyi,Eriophyllum confertiflorum var.confertiflorum
11,4,Andrenidae,Calliopsis,linsleyi,NA
1,0,Andrenidae,Calliopsis,micheneri,Calyptridium umbellatum 
2,1,Andrenidae,Calliopsis,micheneri,NA
2,0,Andrenidae,Calliopsis,trifolii,Cirsium occidentale 
0,1,Andrenidae,Calliopsis,trifolii,Clarkia williamsonii 
1,0,Andrenidae,Calliopsis,trifolii,Cryptantha nubigena 
1,0,Andrenidae,Calliopsis,trifolii,Limnanthes alba 
0,1,Andrenidae,Calliopsis,trifolii,Lotus purshianus 
0,1,Andrenidae,Calliopsis,trifolii,Madia gracilis 
0,1,Andrenidae,Calliopsis,trifolii,Mimulus filicaulis 
0,7,Andrenidae,Calliopsis,trifolii,Mimulus guttatus 
7,0,Andrenidae,Calliopsis,trifolii,Mimulus montioides 
11,3,Andrenidae,Calliopsis,trifolii,Mimulus pulsiferae 
8,7,Andrenidae,Calliopsis,trifolii,Mimulus sp. 
4,0,Andrenidae,Calliopsis,trifolii,Mimulus tilingii 
4,0,Andrenidae,Calliopsis,trifolii,Mimulus torreyi 
0,3,Andrenidae,Calliopsis,trifolii,Mimulus viscidus 
144,40,Andrenidae,Calliopsis,trifolii,NA
0,1,Andrenidae,Calliopsis,trifolii,Stachys ajugoides var.rigida 
0,1,Andrenidae,Calliopsis,trifolii,Trifolium monanthum 
1,3,Andrenidae,Calliopsis,trifolii,Trifolium sp. 
0,1,Andrenidae,Calliopsis,trifolii,Trifolium willdenovii 
0,1,Andrenidae,Calliopsis,zonalis,Linanthus filipes 
0,1,Andrenidae,Calliopsis,zonalis,Monardella lanceolata 
3,0,Andrenidae,Calliopsis,zonalis,NA
0,1,Andrenidae,Panurginus,nigrellus,Calochortus venustus 
0,1,Andrenidae,Panurginus,nigrellus,Eriodictyon californicum 
0,1,Andrenidae,Panurginus,nigrellus,Eschscholzia californica 
0,1,Andrenidae,Panurginus,nigrellus,Gilia capitata 
0,2,Andrenidae,Panurginus,nigrellus,Limnanthes alba 
0,1,Andrenidae,Panurginus,nigrellus,Limnanthes montana 
0,6,Andrenidae,Panurginus,nigrellus,Nemophila heterophylla 
0,2,Andrenidae,Panurginus,nigrellus,Nemophila maculata 
0,17,Andrenidae,Panurginus,nigrellus,NA
0,1,Andrenidae,Panurginus,occidentalis,Allium sp. 
9,0,Andrenidae,Panurginus,occidentalis,Calochortus minimus 
4,1,Andrenidae,Panurginus,occidentalis,Camissonia sierrae 
1,9,Andrenidae,Panurginus,occidentalis,Eriodictyon californicum 
12,0,Andrenidae,Panurginus,occidentalis,Lasthenia californica 
169,225,Andrenidae,Panurginus,occidentalis,Limnanthes alba 
20,24,Andrenidae,Panurginus,occidentalis,Limnanthes alba ssp.versicolor 
44,33,Andrenidae,Panurginus,occidentalis,Limnanthes montana 
3,41,Andrenidae,Panurginus,occidentalis,Limnanthes sp. 
1,0,Andrenidae,Panurginus,occidentalis,Lupinus nanus 
5,0,Andrenidae,Panurginus,occidentalis,Mimulus guttatus 
2,0,Andrenidae,Panurginus,occidentalis,Minuartia douglasii 
1,1,Andrenidae,Panurginus,occidentalis,Nemophila heterophylla 
0,2,Andrenidae,Panurginus,occidentalis,Nemophila maculata 
2,0,Andrenidae,Panurginus,occidentalis,Nemophila pulchella 
201,147,Andrenidae,Panurginus,occidentalis,NA
0,1,Andrenidae,Panurginus,occidentalis,Parvisedum pumilum 
1,0,Andrenidae,Panurginus,occidentalis,Plagiobothrys nothofulvus 
1,0,Andrenidae,Panurginus,occidentalis,Rhamnus rubra 
1,0,Andrenidae,Panurginus,occidentalis,Senecio integerrimus var.major 
0,1,Andrenidae,Panurginus,occidentalis,Streptanthus diversifolius 
8,1,Andrenidae,Panurginus,occidentalis,Trifolium willdenovii 
1,0,Andrenidae,Panurginus,occidentalis,Wyethia angustifolia 
28,12,Andrenidae,Perdita,claypolei,Eriogonum roseum 
1,1,Andrenidae,Perdita,claypolei,NA
0,1,Andrenidae,Perdita,hirticeps,Eriogonum roseum 
32,76,Andrenidae,Perdita,hirticeps,NA
1,1,Andrenidae,Perdita,hirticeps,Stephanomeria tenuifolia 
5,14,Andrenidae,Perdita,hirticeps,Stephanomeria virgata ssp.pleurocarpa 
1,0,Andrenidae,Perdita,nevadensis,Eriogonum nudum var.nudum
6,0,Andrenidae,Perdita,nevadensis,Madia elegans 
4,15,Andrenidae,Perdita,nevadensis,NA
1,0,Andrenidae,Perdita,oregonensis,Eriogonum nudum 
0,1,Andrenidae,Perdita,quadrisignata,Aster occidentalis 
2,0,Andrenidae,Perdita,quadrisignata,Eschscholzia caespitosa 
2,0,Andrenidae,Perdita,quadrisignata,Eschscholzia californica 
3,1,Andrenidae,Perdita,quadrisignata,Limnanthes alba 
11,1,Andrenidae,Perdita,quadrisignata,Linanthus filipes 
9,10,Andrenidae,Perdita,quadrisignata,NA
1,2,Andrenidae,Perdita,rivalis,Aster occidentalis var.yosemitanus 
2,3,Andrenidae,Perdita,rivalis,Calyptridium sp. 
0,5,Andrenidae,Perdita,rivalis,Erigeron peregrinus var. hirsutus
0,1,Andrenidae,Perdita,rivalis,Gayophytum diffusum ssp.parviflorum 
3,0,Andrenidae,Perdita,rivalis,Ivesia santolinoides 
18,45,Andrenidae,Perdita,rivalis,NA
0,3,Andrenidae,Perdita,rivalis,Solidago canadensis ssp.elongata 
2,1,Andrenidae,Perdita,trisignata,Lotus argophyllus var.fremontii 
2,0,Andrenidae,Perdita,trisignata,Lotus nevadensis 
1,1,Andrenidae,Perdita,trisignata,Lotus nevadensis var.nevadensis
1,0,Andrenidae,Perdita,tularensis,Calochortus sp. 
23,11,Andrenidae,Perdita,tularensis,Calochortus venustus 
0,2,Andrenidae,Perdita,tularensis,Chamaebatia foliolosa 
1,0,Andrenidae,Perdita,tularensis,Clarkia dudleyana 
1,0,Andrenidae,Perdita,vandykei,Eriophyllum lanatum var.grandiflorum 
1,0,Andrenidae,Perdita,vandykei,Madia elegans 
2,0,Andrenidae,Perdita,vandykei,NA
0,1,Andrenidae,Perdita,yosemitensis,Aster occidentalis 
1,6,Andrenidae,Perdita,yosemitensis,Eriogonum nudum var.nudum
5,8,Andrenidae,Perdita,yosemitensis,Eriogonum roseum 
1,0,Andrenidae,Perdita,yosemitensis,Lessingia leptoclada 
0,1,Andrenidae,Perdita,yosemitensis,Lotus purshianus 
23,86,Andrenidae,Perdita,yosemitensis,NA
0,2,Apidae,Anthophora,bomboides,Cirsium occidentale 
1,0,Apidae,Anthophora,bomboides,Cirsium occidentale var.californicum 
1,0,Apidae,Anthophora,bomboides,Lathyrus latifolius 
0,1,Apidae,Anthophora,bomboides,Mentzelia crocea 
2,2,Apidae,Anthophora,bomboides,NA
1,0,Apidae,Anthophora,bomboides,Stachys albens 
1,0,Apidae,Anthophora,bomboides,Vicia americana 
1,0,Apidae,Anthophora,californica,NA
2,0,Apidae,Anthophora,centriformis,NA
1,0,Apidae,Anthophora,centriformis,Penstemon laetus 
1,0,Apidae,Anthophora,crotchii,NA
0,1,Apidae,Anthophora,curta,Aster occidentalis 
1,1,Apidae,Anthophora,curta,NA
1,0,Apidae,Anthophora,exigua,Calyptridium sp. 
2,1,Apidae,Anthophora,exigua,NA
0,1,Apidae,Anthophora,pacifica,Eriodictyon californicum 
0,1,Apidae,Anthophora,pacifica,NA
1,0,Apidae,Anthophora,phaceliae,Amsinckia menziesii var.intermedia 
4,1,Apidae,Anthophora,phaceliae,Eriodictyon californicum 
0,1,Apidae,Anthophora,phaceliae,Mimulus guttatus 
1,0,Apidae,Anthophora,phaceliae,NA
0,2,Apidae,Anthophora,platti,Amsinckia menziesii 
1,2,Apidae,Anthophora,platti,Amsinckia menziesii var.intermedia 
0,1,Apidae,Anthophora,platti,Dudleya cymosa 
1,0,Apidae,Anthophora,platti,NA
0,1,Apidae,Anthophora,platti,Phacelia ramosissima 
0,1,Apidae,Anthophora,platti,Trifolium willdenovii 
0,1,Apidae,Anthophora,terminalis,Achillea millefolium 
1,0,Apidae,Anthophora,terminalis,Collomia grandiflora 
0,1,Apidae,Anthophora,terminalis,Lotus crassifolius 
0,1,Apidae,Anthophora,terminalis,Mimulus sp. 
1,7,Apidae,Anthophora,terminalis,Monardella odoratissima ssp.pallida 
7,5,Apidae,Anthophora,terminalis,NA
2,1,Apidae,Anthophora,terminalis,Penstemon heterodoxus var.heterodoxus
1,0,Apidae,Anthophora,terminalis,Penstemon newberryi 
1,2,Apidae,Anthophora,terminalis,Penstemon rydbergii var.oreocharis 
1,0,Apidae,Anthophora,terminalis,Phacelia hastata ssp.compacta 
0,1,Apidae,Anthophora,terminalis,Stachys albens 
2,0,Apidae,Anthophora,terminalis,Streptanthus tortuosus var.orbiculatus 
0,6,Apidae,Anthophora,urbana,Allium obtusum var.obtusum
0,1,Apidae,Anthophora,urbana,Allophyllum gilioides ssp.violaceum 
0,1,Apidae,Anthophora,urbana,Arctostaphylos patula 
0,2,Apidae,Anthophora,urbana,Arctostaphylos viscida 
1,4,Apidae,Anthophora,urbana,Arenaria aculeata 
1,3,Apidae,Anthophora,urbana,Arenaria kingii var.glabrescens 
0,1,Apidae,Anthophora,urbana,Asclepias cordifolia 
0,3,Apidae,Anthophora,urbana,Asclepias fascicularis 
0,1,Apidae,Anthophora,urbana,Aster alpigenus ssp.andersonii 
11,5,Apidae,Anthophora,urbana,Aster occidentalis 
3,4,Apidae,Anthophora,urbana,Aster occidentalis var.yosemitanus 
0,2,Apidae,Anthophora,urbana,Aster sp. 
1,0,Apidae,Anthophora,urbana,Brassica nigra 
2,1,Apidae,Anthophora,urbana,Calyptridium umbellatum 
0,1,Apidae,Anthophora,urbana,Calyptridium umbellatum var.caudiciferum 
0,1,Apidae,Anthophora,urbana,Calystegia malacophylla 
0,1,Apidae,Anthophora,urbana,Centaurea cyanus 
1,1,Apidae,Anthophora,urbana,Centaurea solstitialis 
1,6,Apidae,Anthophora,urbana,Chamaebatia foliolosa 
1,0,Apidae,Anthophora,urbana,Cirsium occidentale 
2,1,Apidae,Anthophora,urbana,Clarkia australis 
1,0,Apidae,Anthophora,urbana,Clarkia dudleyana 
1,0,Apidae,Anthophora,urbana,Clarkia rhomboidea 
1,0,Apidae,Anthophora,urbana,Clarkia unguiculata 
0,1,Apidae,Anthophora,urbana,Clarkia williamsonii 
0,2,Apidae,Anthophora,urbana,Collinsia torreyi var.torreyi
0,1,Apidae,Anthophora,urbana,Comandra umbellata ssp.californica 
0,1,Apidae,Anthophora,urbana,Eremocarpus setigerus 
12,26,Apidae,Anthophora,urbana,Ericameria bloomeri 
0,2,Apidae,Anthophora,urbana,Erigeron foliosus var.hartwegii 
0,1,Apidae,Anthophora,urbana,Erigeron peregrinus ssp.callianthemus 
0,1,Apidae,Anthophora,urbana,Eriodictyon californicum 
0,1,Apidae,Anthophora,urbana,Eriogonum nudum 
2,4,Apidae,Anthophora,urbana,Eriogonum nudum var.nudum
4,1,Apidae,Anthophora,urbana,Eriogonum roseum 
0,1,Apidae,Anthophora,urbana,Eriogonum sp. 
0,1,Apidae,Anthophora,urbana,Eriophyllum lanatum var.integrifolium 
1,2,Apidae,Anthophora,urbana,Gilia capitata 
0,1,Apidae,Anthophora,urbana,Gilia capitata ssp.mediomontana 
1,0,Apidae,Anthophora,urbana,Gilia leptalea ssp.bicolor 
1,0,Apidae,Anthophora,urbana,Hazardia whitneyi 
1,3,Apidae,Anthophora,urbana,Helianthus annuus 
0,1,Apidae,Anthophora,urbana,Horkelia californica 
0,1,Apidae,Anthophora,urbana,Horkelia tridentata 
0,2,Apidae,Anthophora,urbana,Iris missouriensis 
0,1,Apidae,Anthophora,urbana,Iris sp. 
1,1,Apidae,Anthophora,urbana,Ivesia santolinoides 
4,2,Apidae,Anthophora,urbana,Lessingia leptoclada 
0,4,Apidae,Anthophora,urbana,Limnanthes alba 
0,1,Apidae,Anthophora,urbana,Linanthus ciliatus 
0,1,Apidae,Anthophora,urbana,Lotus argophyllus var.fremontii 
1,4,Apidae,Anthophora,urbana,Lotus nevadensis 
3,1,Apidae,Anthophora,urbana,Lotus nevadensis var.nevadensis
1,1,Apidae,Anthophora,urbana,Lotus scoparius var.scoparius
1,7,Apidae,Anthophora,urbana,Lupinus bicolor 
0,1,Apidae,Anthophora,urbana,Lupinus breweri var.breweri
0,1,Apidae,Anthophora,urbana,Lupinus breweri var.grandiflorus 
0,7,Apidae,Anthophora,urbana,Lupinus covillei 
0,2,Apidae,Anthophora,urbana,Lupinus grayi 
0,5,Apidae,Anthophora,urbana,Lupinus lepidus var.confertus 
0,5,Apidae,Anthophora,urbana,Lupinus lepidus var.lobbii 
0,5,Apidae,Anthophora,urbana,Lupinus lepidus var.sellulus 
0,9,Apidae,Anthophora,urbana,Lupinus sp. 
0,2,Apidae,Anthophora,urbana,Madia elegans 
1,1,Apidae,Anthophora,urbana,Mentha spicata 
0,1,Apidae,Anthophora,urbana,Microseris nutans 
0,1,Apidae,Anthophora,urbana,Mimulus guttatus 
0,1,Apidae,Anthophora,urbana,Mimulus mephiticus 
0,1,Apidae,Anthophora,urbana,Mimulus primuloides 
0,2,Apidae,Anthophora,urbana,Mimulus pulsiferae 
0,1,Apidae,Anthophora,urbana,Mimulus sp. 
1,0,Apidae,Anthophora,urbana,Monardella glauca 
2,8,Apidae,Anthophora,urbana,Monardella odoratissima ssp.pallida 
0,6,Apidae,Anthophora,urbana,Monardella sheltonii 
0,1,Apidae,Anthophora,urbana,Nemophila pedunculata 
68,317,Apidae,Anthophora,urbana,NA
0,4,Apidae,Anthophora,urbana,Penstemon heterodoxus 
0,6,Apidae,Anthophora,urbana,Penstemon heterodoxus var.heterodoxus
1,0,Apidae,Anthophora,urbana,Penstemon laetus 
0,2,Apidae,Anthophora,urbana,Penstemon newberryi 
2,1,Apidae,Anthophora,urbana,Penstemon rydbergii var.oreocharis 
2,6,Apidae,Anthophora,urbana,Penstemon sp.
1,0,Apidae,Anthophora,urbana,Phacelia cicutaria var.cicutaria
0,3,Apidae,Anthophora,urbana,Phacelia hastata ssp.compacta 
1,6,Apidae,Anthophora,urbana,Phacelia heterophylla ssp.virgata 
1,5,Apidae,Anthophora,urbana,Phacelia hydrophylloides 
0,2,Apidae,Anthophora,urbana,Phacelia mutabilis 
1,5,Apidae,Anthophora,urbana,Phacelia sp. 
0,1,Apidae,Anthophora,urbana,Phyllodoce sp. 
0,1,Apidae,Anthophora,urbana,Plagiobothrys nothofulvus 
0,1,Apidae,Anthophora,urbana,Plagiobothrys torreyi var.torreyi
0,1,Apidae,Anthophora,urbana,Potentilla glandulosa 
0,1,Apidae,Anthophora,urbana,Potentilla gracilis var.fastigiata 
0,1,Apidae,Anthophora,urbana,Rhamnus sp. 
1,0,Apidae,Anthophora,urbana,Sedum sp. 
0,2,Apidae,Anthophora,urbana,Senecio aronicoides 
1,1,Apidae,Anthophora,urbana,Senecio clarkianus 
0,2,Apidae,Anthophora,urbana,Senecio sp. 
0,1,Apidae,Anthophora,urbana,Solidago canadensis 
2,4,Apidae,Anthophora,urbana,Solidago canadensis ssp.elongata 
1,8,Apidae,Anthophora,urbana,Stachys ajugoides var.rigida 
1,24,Apidae,Anthophora,urbana,Stachys albens 
0,1,Apidae,Anthophora,urbana,Stellaria nitens ?
3,0,Apidae,Anthophora,urbana,Streptanthus sp. 
3,5,Apidae,Anthophora,urbana,Streptanthus tortuosus 
2,9,Apidae,Anthophora,urbana,Streptanthus tortuosus var.orbiculatus 
0,13,Apidae,Anthophora,urbana,Streptanthus tortuosus var.tortuosus
0,1,Apidae,Anthophora,urbana,Thysanocarpus curvipes 
0,1,Apidae,Anthophora,urbana,Trifolium sp. 
0,1,Apidae,Anthophora,urbana,Trifolium willdenovii 
0,2,Apidae,Anthophora,urbana,Triteleia ixioides ssp.anilina 
0,1,Apidae,Anthophora,urbana,Veratrum californicum var.californicum
0,1,Apidae,Anthophora,urbana,Verbascum thapsus 
0,2,Apidae,Anthophora,urbana,Wyethia angustifolia 
0,2,Apidae,Apis,mellifera,Adenostoma fasciculatum 
0,1,Apidae,Apis,mellifera,Allium amplectens 
0,1,Apidae,Apis,mellifera,Allium obtusum 
0,1,Apidae,Apis,mellifera,Allium sp. 
0,1,Apidae,Apis,mellifera,Allium validum 
0,1,Apidae,Apis,mellifera,Amelanchier utahensis 
0,1,Apidae,Apis,mellifera,Amsinckia menziesii 
0,2,Apidae,Apis,mellifera,Arctostaphylos patula 
0,1,Apidae,Apis,mellifera,Arctostaphylos sp. 
0,7,Apidae,Apis,mellifera,Arctostaphylos viscida 
0,1,Apidae,Apis,mellifera,Asclepias cordifolia 
0,30,Apidae,Apis,mellifera,Asclepias fascicularis 
0,1,Apidae,Apis,mellifera,Asclepias speciosa 
0,44,Apidae,Apis,mellifera,Aster occidentalis 
0,3,Apidae,Apis,mellifera,Aster sp. 
0,3,Apidae,Apis,mellifera,Brassica nigra 
0,2,Apidae,Apis,mellifera,Calochortus venustus 
0,1,Apidae,Apis,mellifera,Calyptridium monospermum 
0,1,Apidae,Apis,mellifera,Calyptridium sp. 
0,6,Apidae,Apis,mellifera,Calyptridium umbellatum 
